year,week,player,brier,pick_acc,conf_rank_corr,conf_mae
2024,3,Handsup,0.11907927767306857,0.8125,0.9058823529411765,1.625
2024,3,OB1,0.1648161465529315,0.75,0.8029411764705883,2.375
2024,3,Matt,0.18388418918185764,0.6875,0.3735294117647059,3.875
2024,3,KKRAHN21,0.1251623728857422,0.75,0.8441176470588234,2.125
2024,3,RICHDOG !!!!!!,0.11876888275583075,0.8125,0.6529411764705881,2.875
2024,3,Sutterbrown,0.09677585195692273,0.8125,0.8352941176470589,2.25
2024,3,sawyer 0-4 Michigan owns day,0.12576658511935762,0.75,0.8911764705882352,1.875
2024,3,thol1572,0.09281209378511127,0.875,0.8764705882352942,1.875
2024,3,TD's Nutz,0.10128893538574218,0.8125,0.55,3.375
2024,3,EChev,0.12109140193576388,0.8125,0.7441176470588236,2.5
2024,3,#FlytheW,0.229970063046875,0.5625,0.6764705882352942,3.25
2024,3,MR 16,0.12623825012618833,0.75,0.4058823529411764,4.0
2024,3,Brock,0.09559073592827691,0.875,0.85,2.25
2024,3,NoWayIGotMorePointsThenYou?!?!,0.14902066419749305,0.6875,0.6705882352941177,3.0
2024,3,Mopar,0.11046024560546876,0.8125,0.4588235294117647,3.875
2024,3,Caking,0.2675335138888889,0.5,0.5970588235294118,3.25
2024,3,Oski no 1,0.07953010050292969,0.9375,0.7176470588235294,2.75
2024,3,Boats n Hoes,0.14635994055555554,0.8125,0.8029411764705883,2.5
2024,3,DADDY YANKEE,0.10241332319398348,0.875,0.5823529411764706,3.625
2024,3,California Dreaming,0.1877017560763889,0.75,0.6205882352941177,3.25
